starttime	seconds	ctime	dtime	ttime	wait
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	15
Tue Nov 22 14:48:10 2016	1479822490	7	11	18	10
Tue Nov 22 14:48:14 2016	1479822494	2	16	18	13
Tue Nov 22 14:48:08 2016	1479822488	3	16	18	10
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	16
Tue Nov 22 14:48:16 2016	1479822496	3	15	18	14
Tue Nov 22 14:48:13 2016	1479822493	1	17	18	10
Tue Nov 22 14:48:08 2016	1479822488	5	13	18	10
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	17
Tue Nov 22 14:48:13 2016	1479822493	4	14	18	10
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	16
Tue Nov 22 14:48:13 2016	1479822493	7	11	18	10
Tue Nov 22 14:48:14 2016	1479822494	3	15	18	15
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	17
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	16
Tue Nov 22 14:48:14 2016	1479822494	1	17	18	16
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	16
Tue Nov 22 14:48:20 2016	1479822500	2	16	18	15
Tue Nov 22 14:48:17 2016	1479822497	2	16	18	15
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	17
Tue Nov 22 14:48:10 2016	1479822490	3	15	18	13
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	16
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	15
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	16
Tue Nov 22 14:48:11 2016	1479822491	2	16	18	14
Tue Nov 22 14:48:13 2016	1479822493	4	14	18	11
Tue Nov 22 14:48:08 2016	1479822488	6	12	18	10
Tue Nov 22 14:48:19 2016	1479822499	2	16	18	12
Tue Nov 22 14:48:15 2016	1479822495	2	16	18	14
Tue Nov 22 14:48:08 2016	1479822488	4	14	18	14
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	15
Tue Nov 22 14:48:09 2016	1479822489	8	10	18	9
Tue Nov 22 14:48:19 2016	1479822499	3	15	18	15
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	17
Tue Nov 22 14:48:12 2016	1479822492	4	14	18	11
Tue Nov 22 14:48:21 2016	1479822501	1	17	18	12
Tue Nov 22 14:48:06 2016	1479822486	7	11	18	9
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	17
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	17
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	9
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	16
Tue Nov 22 14:48:18 2016	1479822498	2	16	18	16
Tue Nov 22 14:48:15 2016	1479822495	2	17	18	15
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	16
Tue Nov 22 14:48:10 2016	1479822490	1	17	18	13
Tue Nov 22 14:48:12 2016	1479822492	2	16	18	14
Tue Nov 22 14:48:12 2016	1479822492	1	17	18	13
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	15
Tue Nov 22 14:48:13 2016	1479822493	7	11	18	11
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	17
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	15
Tue Nov 22 14:48:20 2016	1479822500	3	15	18	11
Tue Nov 22 14:48:15 2016	1479822495	2	17	18	16
Tue Nov 22 14:48:10 2016	1479822490	4	14	18	13
Tue Nov 22 14:48:18 2016	1479822498	2	16	18	12
Tue Nov 22 14:48:07 2016	1479822487	1	17	18	11
Tue Nov 22 14:48:07 2016	1479822487	3	15	18	15
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	12
Tue Nov 22 14:48:11 2016	1479822491	1	17	18	11
Tue Nov 22 14:48:19 2016	1479822499	5	14	18	9
Tue Nov 22 14:48:08 2016	1479822488	2	16	18	13
Tue Nov 22 14:48:13 2016	1479822493	2	16	18	13
Tue Nov 22 14:48:14 2016	1479822494	3	15	18	13
Tue Nov 22 14:48:11 2016	1479822491	1	17	18	16
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	16
Tue Nov 22 14:48:21 2016	1479822501	2	17	18	16
Tue Nov 22 14:48:14 2016	1479822494	3	16	18	11
Tue Nov 22 14:48:19 2016	1479822499	2	16	18	13
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	17
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	17
Tue Nov 22 14:48:13 2016	1479822493	4	14	18	11
Tue Nov 22 14:48:16 2016	1479822496	4	14	18	11
Tue Nov 22 14:48:09 2016	1479822489	2	16	18	14
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	16
Tue Nov 22 14:48:06 2016	1479822486	3	15	18	15
Tue Nov 22 14:48:11 2016	1479822491	2	16	18	10
Tue Nov 22 14:48:17 2016	1479822497	2	16	18	13
Tue Nov 22 14:48:21 2016	1479822501	2	16	18	13
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	17
Tue Nov 22 14:48:11 2016	1479822491	1	17	18	12
Tue Nov 22 14:48:13 2016	1479822493	2	16	18	15
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	15
Tue Nov 22 14:48:13 2016	1479822493	3	15	18	15
Tue Nov 22 14:48:19 2016	1479822499	2	16	18	11
Tue Nov 22 14:48:11 2016	1479822491	2	16	18	13
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	17
Tue Nov 22 14:48:07 2016	1479822487	2	16	18	11
Tue Nov 22 14:48:14 2016	1479822494	1	17	18	15
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	14
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	17
Tue Nov 22 14:48:10 2016	1479822490	4	14	18	10
Tue Nov 22 14:48:13 2016	1479822493	2	16	18	12
Tue Nov 22 14:48:08 2016	1479822488	4	15	18	7
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	16
Tue Nov 22 14:48:15 2016	1479822495	2	16	18	12
Tue Nov 22 14:48:06 2016	1479822486	12	6	18	6
Tue Nov 22 14:48:14 2016	1479822494	3	15	18	13
Tue Nov 22 14:48:14 2016	1479822494	1	17	18	17
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	13
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	17
Tue Nov 22 14:48:15 2016	1479822495	1	17	18	13
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	17
Tue Nov 22 14:48:14 2016	1479822494	2	16	18	13
Tue Nov 22 14:48:11 2016	1479822491	9	9	18	9
Tue Nov 22 14:48:10 2016	1479822490	5	13	18	13
Tue Nov 22 14:48:09 2016	1479822489	2	16	18	13
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	17
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	13
Tue Nov 22 14:48:15 2016	1479822495	2	16	18	13
Tue Nov 22 14:48:13 2016	1479822493	1	17	18	14
Tue Nov 22 14:48:09 2016	1479822489	5	14	18	11
Tue Nov 22 14:48:09 2016	1479822489	6	12	18	12
Tue Nov 22 14:48:21 2016	1479822501	3	15	18	14
Tue Nov 22 14:48:20 2016	1479822500	8	10	18	9
Tue Nov 22 14:48:11 2016	1479822491	7	11	18	10
Tue Nov 22 14:48:06 2016	1479822486	2	16	18	13
Tue Nov 22 14:48:21 2016	1479822501	3	16	18	10
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	14
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	14
Tue Nov 22 14:48:13 2016	1479822493	3	16	18	15
Tue Nov 22 14:48:09 2016	1479822489	5	13	18	11
Tue Nov 22 14:48:11 2016	1479822491	1	17	18	14
Tue Nov 22 14:48:12 2016	1479822492	2	16	18	12
Tue Nov 22 14:48:14 2016	1479822494	4	14	18	14
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	17
Tue Nov 22 14:48:14 2016	1479822494	3	15	18	13
Tue Nov 22 14:48:21 2016	1479822501	1	17	18	12
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	17
Tue Nov 22 14:48:11 2016	1479822491	7	11	18	11
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	16
Tue Nov 22 14:48:20 2016	1479822500	2	16	18	9
Tue Nov 22 14:48:11 2016	1479822491	5	14	18	12
Tue Nov 22 14:48:10 2016	1479822490	4	14	18	12
Tue Nov 22 14:48:07 2016	1479822487	2	17	18	9
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	17
Tue Nov 22 14:48:10 2016	1479822490	5	13	18	13
Tue Nov 22 14:48:20 2016	1479822500	2	16	18	15
Tue Nov 22 14:48:10 2016	1479822490	2	16	18	15
Tue Nov 22 14:48:15 2016	1479822495	1	17	18	17
Tue Nov 22 14:48:15 2016	1479822495	3	16	18	15
Tue Nov 22 14:48:13 2016	1479822493	4	14	18	10
Tue Nov 22 14:48:21 2016	1479822501	1	17	18	15
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	14
Tue Nov 22 14:48:19 2016	1479822499	2	16	18	16
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	16
Tue Nov 22 14:48:20 2016	1479822500	2	16	18	14
Tue Nov 22 14:48:09 2016	1479822489	2	16	18	14
Tue Nov 22 14:48:16 2016	1479822496	2	16	18	13
Tue Nov 22 14:48:09 2016	1479822489	1	17	18	13
Tue Nov 22 14:48:12 2016	1479822492	4	14	18	14
Tue Nov 22 14:48:18 2016	1479822498	2	17	18	16
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	17
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	15
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	17
Tue Nov 22 14:48:13 2016	1479822493	2	16	18	15
Tue Nov 22 14:48:19 2016	1479822499	3	15	18	12
Tue Nov 22 14:48:11 2016	1479822491	2	16	18	16
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	16
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	16
Tue Nov 22 14:48:13 2016	1479822493	1	17	18	11
Tue Nov 22 14:48:15 2016	1479822495	1	17	18	16
Tue Nov 22 14:48:09 2016	1479822489	2	16	18	13
Tue Nov 22 14:48:20 2016	1479822500	4	14	18	13
Tue Nov 22 14:48:11 2016	1479822491	2	16	18	14
Tue Nov 22 14:48:18 2016	1479822498	2	17	18	8
Tue Nov 22 14:48:20 2016	1479822500	2	16	18	11
Tue Nov 22 14:48:20 2016	1479822500	3	15	18	14
Tue Nov 22 14:48:16 2016	1479822496	2	16	18	12
Tue Nov 22 14:48:14 2016	1479822494	4	15	18	13
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	17
Tue Nov 22 14:48:21 2016	1479822501	4	14	18	13
Tue Nov 22 14:48:10 2016	1479822490	2	16	18	10
Tue Nov 22 14:48:20 2016	1479822500	2	17	18	14
Tue Nov 22 14:48:11 2016	1479822491	5	14	18	9
Tue Nov 22 14:48:13 2016	1479822493	2	16	18	10
Tue Nov 22 14:48:17 2016	1479822497	1	18	18	18
Tue Nov 22 14:48:17 2016	1479822497	2	17	18	15
Tue Nov 22 14:48:14 2016	1479822494	3	15	18	15
Tue Nov 22 14:48:16 2016	1479822496	2	16	18	15
Tue Nov 22 14:48:15 2016	1479822495	2	16	18	12
Tue Nov 22 14:48:12 2016	1479822492	1	18	18	14
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	13
Tue Nov 22 14:48:14 2016	1479822494	3	16	18	15
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	17
Tue Nov 22 14:48:15 2016	1479822495	3	15	18	8
Tue Nov 22 14:48:15 2016	1479822495	2	16	18	15
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	17
Tue Nov 22 14:48:07 2016	1479822487	3	16	18	11
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	17
Tue Nov 22 14:48:17 2016	1479822497	1	18	18	17
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	15
Tue Nov 22 14:48:08 2016	1479822488	4	15	18	12
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	17
Tue Nov 22 14:48:11 2016	1479822491	2	16	18	14
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	16
Tue Nov 22 14:48:12 2016	1479822492	2	16	18	11
Tue Nov 22 14:48:12 2016	1479822492	2	17	18	16
Tue Nov 22 14:48:15 2016	1479822495	2	17	18	16
Tue Nov 22 14:48:12 2016	1479822492	1	17	18	14
Tue Nov 22 14:48:13 2016	1479822493	2	16	18	15
Tue Nov 22 14:48:18 2016	1479822498	2	17	18	10
Tue Nov 22 14:48:15 2016	1479822495	1	17	18	13
Tue Nov 22 14:48:12 2016	1479822492	2	16	18	14
Tue Nov 22 14:48:15 2016	1479822495	2	17	18	16
Tue Nov 22 14:48:15 2016	1479822495	2	17	18	13
Tue Nov 22 14:48:15 2016	1479822495	1	17	18	17
Tue Nov 22 14:48:15 2016	1479822495	2	16	18	16
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	17
Tue Nov 22 14:48:15 2016	1479822495	1	17	18	13
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	16
Tue Nov 22 14:48:13 2016	1479822493	1	17	18	12
Tue Nov 22 14:48:10 2016	1479822490	5	13	18	11
Tue Nov 22 14:48:16 2016	1479822496	1	18	18	15
Tue Nov 22 14:48:14 2016	1479822494	2	16	18	15
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	17
Tue Nov 22 14:48:07 2016	1479822487	3	15	18	15
Tue Nov 22 14:48:21 2016	1479822501	2	16	18	14
Tue Nov 22 14:48:11 2016	1479822491	4	15	18	10
Tue Nov 22 14:48:08 2016	1479822488	3	16	18	10
Tue Nov 22 14:48:21 2016	1479822501	1	17	18	14
Tue Nov 22 14:48:10 2016	1479822490	5	13	18	13
Tue Nov 22 14:48:11 2016	1479822491	1	17	18	17
Tue Nov 22 14:48:10 2016	1479822490	3	15	18	13
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	17
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	17
Tue Nov 22 14:48:09 2016	1479822489	6	12	18	12
Tue Nov 22 14:48:15 2016	1479822495	1	18	18	17
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	17
Tue Nov 22 14:48:11 2016	1479822491	2	16	18	13
Tue Nov 22 14:48:09 2016	1479822489	7	11	18	10
Tue Nov 22 14:48:16 2016	1479822496	2	16	18	11
Tue Nov 22 14:48:15 2016	1479822495	1	18	18	13
Tue Nov 22 14:48:09 2016	1479822489	6	13	18	10
Tue Nov 22 14:48:15 2016	1479822495	2	17	18	14
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	15
Tue Nov 22 14:48:12 2016	1479822492	1	17	18	16
Tue Nov 22 14:48:18 2016	1479822498	4	14	18	12
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	16
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	16
Tue Nov 22 14:48:09 2016	1479822489	6	12	18	12
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	15
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	11
Tue Nov 22 14:48:06 2016	1479822486	2	16	18	12
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	15
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	16
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	16
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	17
Tue Nov 22 14:48:12 2016	1479822492	2	17	18	16
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	17
Tue Nov 22 14:48:10 2016	1479822490	4	14	18	14
Tue Nov 22 14:48:11 2016	1479822491	1	17	18	12
Tue Nov 22 14:48:09 2016	1479822489	4	14	18	13
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	9
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	13
Tue Nov 22 14:48:09 2016	1479822489	8	10	18	10
Tue Nov 22 14:48:16 2016	1479822496	1	17	18	12
Tue Nov 22 14:48:07 2016	1479822487	3	15	18	13
Tue Nov 22 14:48:12 2016	1479822492	10	9	18	9
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	15
Tue Nov 22 14:48:10 2016	1479822490	3	15	18	11
Tue Nov 22 14:48:11 2016	1479822491	5	13	18	11
Tue Nov 22 14:48:12 2016	1479822492	6	13	18	12
Tue Nov 22 14:48:16 2016	1479822496	1	18	18	17
Tue Nov 22 14:48:17 2016	1479822497	1	18	18	17
Tue Nov 22 14:48:14 2016	1479822494	1	17	18	13
Tue Nov 22 14:48:12 2016	1479822492	2	16	18	12
Tue Nov 22 14:48:15 2016	1479822495	1	17	18	15
Tue Nov 22 14:48:17 2016	1479822497	3	15	18	15
Tue Nov 22 14:48:07 2016	1479822487	2	16	18	14
Tue Nov 22 14:48:08 2016	1479822488	3	16	18	13
Tue Nov 22 14:48:18 2016	1479822498	3	15	18	15
Tue Nov 22 14:48:14 2016	1479822494	4	15	18	14
Tue Nov 22 14:48:17 2016	1479822497	3	15	18	14
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	15
Tue Nov 22 14:48:12 2016	1479822492	5	13	18	12
Tue Nov 22 14:48:13 2016	1479822493	5	13	18	11
Tue Nov 22 14:48:19 2016	1479822499	2	16	18	12
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	17
Tue Nov 22 14:48:07 2016	1479822487	2	16	18	16
Tue Nov 22 14:48:10 2016	1479822490	3	15	18	14
Tue Nov 22 14:48:18 2016	1479822498	2	16	18	11
Tue Nov 22 14:48:17 2016	1479822497	2	16	18	16
Tue Nov 22 14:48:21 2016	1479822501	2	16	18	11
Tue Nov 22 14:48:16 2016	1479822496	2	16	18	11
Tue Nov 22 14:48:18 2016	1479822498	1	17	18	15
Tue Nov 22 14:48:06 2016	1479822486	4	14	18	9
Tue Nov 22 14:48:11 2016	1479822491	4	14	18	14
Tue Nov 22 14:48:17 2016	1479822497	2	16	18	12
Tue Nov 22 14:48:17 2016	1479822497	1	18	18	17
Tue Nov 22 14:48:19 2016	1479822499	3	15	18	15
Tue Nov 22 14:48:16 2016	1479822496	3	15	18	12
Tue Nov 22 14:48:07 2016	1479822487	7	11	18	11
Tue Nov 22 14:48:14 2016	1479822494	2	16	18	14
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	17
Tue Nov 22 14:48:21 2016	1479822501	2	17	18	16
Tue Nov 22 14:48:09 2016	1479822489	7	12	18	11
Tue Nov 22 14:48:07 2016	1479822487	2	16	18	13
Tue Nov 22 14:48:07 2016	1479822487	3	15	18	13
Tue Nov 22 14:48:17 2016	1479822497	2	17	18	14
Tue Nov 22 14:48:13 2016	1479822493	4	14	18	11
Tue Nov 22 14:48:13 2016	1479822493	2	16	18	16
Tue Nov 22 14:48:18 2016	1479822498	1	18	18	13
Tue Nov 22 14:48:12 2016	1479822492	1	17	18	12
Tue Nov 22 14:48:13 2016	1479822493	3	16	18	11
Tue Nov 22 14:48:09 2016	1479822489	3	15	18	9
Tue Nov 22 14:48:17 2016	1479822497	1	18	18	17
Tue Nov 22 14:48:11 2016	1479822491	2	16	18	15
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	17
Tue Nov 22 14:48:14 2016	1479822494	2	17	18	16
Tue Nov 22 14:48:20 2016	1479822500	1	17	18	11
Tue Nov 22 14:48:12 2016	1479822492	1	17	18	14
Tue Nov 22 14:48:13 2016	1479822493	2	16	18	10
Tue Nov 22 14:48:19 2016	1479822499	1	17	18	16
Tue Nov 22 14:48:17 2016	1479822497	1	18	18	17
Tue Nov 22 14:48:13 2016	1479822493	3	16	18	14
Tue Nov 22 14:48:12 2016	1479822492	1	17	18	15
Tue Nov 22 14:48:14 2016	1479822494	3	15	18	14
Tue Nov 22 14:48:12 2016	1479822492	1	17	18	16
Tue Nov 22 14:48:17 2016	1479822497	1	18	18	16
Tue Nov 22 14:48:15 2016	1479822495	1	17	18	15
Tue Nov 22 14:48:17 2016	1479822497	2	16	18	11
Tue Nov 22 14:48:19 2016	1479822499	3	16	18	12
Tue Nov 22 14:48:12 2016	1479822492	4	15	18	12
Tue Nov 22 14:48:15 2016	1479822495	3	15	18	15
Tue Nov 22 14:48:17 2016	1479822497	2	17	18	16
Tue Nov 22 14:48:16 2016	1479822496	2	17	18	15
Tue Nov 22 14:48:14 2016	1479822494	1	17	18	16
Tue Nov 22 14:48:21 2016	1479822501	2	16	18	13
Tue Nov 22 14:48:13 2016	1479822493	1	17	18	17
Tue Nov 22 14:48:13 2016	1479822493	3	16	18	11
Tue Nov 22 14:48:09 2016	1479822489	6	13	18	13
Tue Nov 22 14:48:15 2016	1479822495	3	16	18	12
Tue Nov 22 14:48:16 2016	1479822496	1	18	18	13
Tue Nov 22 14:48:09 2016	1479822489	1	17	18	10
Tue Nov 22 14:48:08 2016	1479822488	4	14	18	14
Tue Nov 22 14:48:16 2016	1479822496	1	18	18	17
Tue Nov 22 14:48:15 2016	1479822495	1	18	18	13
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	15
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	14
Tue Nov 22 14:48:09 2016	1479822489	3	16	18	12
Tue Nov 22 14:48:16 2016	1479822496	1	18	18	16
Tue Nov 22 14:48:19 2016	1479822499	1	18	18	17
Tue Nov 22 14:48:07 2016	1479822487	2	16	18	13
Tue Nov 22 14:48:17 2016	1479822497	1	18	18	16
Tue Nov 22 14:48:12 2016	1479822492	1	18	18	14
Tue Nov 22 14:48:20 2016	1479822500	1	18	18	17
Tue Nov 22 14:48:17 2016	1479822497	1	17	18	17
Tue Nov 22 14:48:14 2016	1479822494	1	18	18	17
